出発駅,出発路線,到着駅,到着路線,最短営業キロ,運賃_きっぷ,運賃_IC
二重橋前,千代田線,東大前,南北線,5.3,180,178
二重橋前,千代田線,本駒込,南北線,6.2,210,209
二重橋前,千代田線,駒込,南北線,7.6,210,209
二重橋前,千代田線,西ケ原,南北線,9.0,210,209
二重橋前,千代田線,王子,南北線,10.0,210,209
二重橋前,千代田線,王子神谷,南北線,11.2,260,252
二重橋前,千代田線,志茂,南北線,12.8,260,252
二重橋前,千代田線,赤羽岩淵,南北線,13.9,260,252
二重橋前,千代田線,雑司が谷,副都心線,10.0,210,209
二重橋前,千代田線,西早稲田,副都心線,8.5,210,209
二重橋前,千代田線,東新宿,副都心線,7.6,210,209
二重橋前,千代田線,北参道,副都心線,7.4,210,209
赤坂,千代田線,乃木坂,千代田線,1.1,180,178
赤坂,千代田線,明治神宮前,千代田線/副都心線,3.4,180,178
赤坂,千代田線,代々木公園,千代田線,4.6,180,178
赤坂,千代田線,代々木上原,千代田線,5.6,180,178
赤坂,千代田線,和光市,有楽町線,21.0,300,293
赤坂,千代田線,地下鉄成増,有楽町線,18.8,260,252
赤坂,千代田線,地下鉄赤塚,有楽町線,17.4,260,252
赤坂,千代田線,平和台,有楽町線,15.6,260,252
赤坂,千代田線,氷川台,有楽町線,14.2,260,252
赤坂,千代田線,小竹向原,有楽町線/副都心線,12.7,260,252
赤坂,千代田線,千川,有楽町線/副都心線,11.7,260,252
赤坂,千代田線,要町,有楽町線/副都心線,10.7,210,209
赤坂,千代田線,東池袋,有楽町線,8.6,210,209
赤坂,千代田線,護国寺,有楽町線,7.5,210,209
赤坂,千代田線,江戸川橋,有楽町線,6.2,210,209
赤坂,千代田線,市ケ谷,有楽町線/南北線,3.5,180,178
赤坂,千代田線,麴町,有楽町線,2.6,180,178
赤坂,千代田線,桜田門,有楽町線,2.6,180,178
赤坂,千代田線,月島,有楽町線,4.5,180,178
赤坂,千代田線,豊洲,有楽町線,5.9,180,178
赤坂,千代田線,辰巳,有楽町線,7.6,210,209
赤坂,千代田線,新木場,有楽町線,9.1,210,209
赤坂,千代田線,半蔵門,半蔵門線,2.7,180,178
赤坂,千代田線,神保町,半蔵門線,4.7,180,178
赤坂,千代田線,清澄白河,半蔵門線,7.0,210,209
赤坂,千代田線,住吉,半蔵門線,8.9,210,209
赤坂,千代田線,錦糸町,半蔵門線,9.9,210,209
赤坂,千代田線,押上,半蔵門線,11.3,260,252
赤坂,千代田線,目黒,南北線,6.5,210,209
赤坂,千代田線,白金台,南北線,5.2,180,178
赤坂,千代田線,白金高輪,南北線,4.2,180,178
赤坂,千代田線,麻布十番,南北線,2.9,180,178
赤坂,千代田線,六本木一丁目,南北線,1.7,180,178
赤坂,千代田線,東大前,南北線,7.3,210,209
赤坂,千代田線,本駒込,南北線,8.2,210,209
赤坂,千代田線,駒込,南北線,9.6,210,209
赤坂,千代田線,西ケ原,南北線,11.0,210,209
赤坂,千代田線,王子,南北線,12.0,260,252
赤坂,千代田線,王子神谷,南北線,13.2,260,252
赤坂,千代田線,志茂,南北線,14.8,260,252
赤坂,千代田線,赤羽岩淵,南北線,15.9,260,252
赤坂,千代田線,雑司が谷,副都心線,9.1,210,209
赤坂,千代田線,西早稲田,副都心線,7.6,210,209
赤坂,千代田線,東新宿,副都心線,6.7,210,209
赤坂,千代田線,北参道,副都心線,4.6,180,178
乃木坂,千代田線,明治神宮前,千代田線/副都心線,2.3,180,178
乃木坂,千代田線,代々木公園,千代田線,3.5,180,178
乃木坂,千代田線,代々木上原,千代田線,4.5,180,178
乃木坂,千代田線,和光市,有楽町線,21.7,300,293
乃木坂,千代田線,地下鉄成増,有楽町線,19.5,300,293
乃木坂,千代田線,地下鉄赤塚,有楽町線,18.1,260,252
乃木坂,千代田線,平和台,有楽町線,16.3,260,252
乃木坂,千代田線,氷川台,有楽町線,14.9,260,252
乃木坂,千代田線,小竹向原,有楽町線/副都心線,13.4,260,252
乃木坂,千代田線,千川,有楽町線/副都心線,12.4,260,252
乃木坂,千代田線,要町,有楽町線/副都心線,11.4,260,252
乃木坂,千代田線,東池袋,有楽町線,9.7,210,209
乃木坂,千代田線,護国寺,有楽町線,8.6,210,209
乃木坂,千代田線,江戸川橋,有楽町線,7.3,210,209
乃木坂,千代田線,市ケ谷,有楽町線/南北線,4.6,180,178
乃木坂,千代田線,麴町,有楽町線,3.7,180,178
乃木坂,千代田線,桜田門,有楽町線,3.7,180,178
乃木坂,千代田線,月島,有楽町線,5.6,180,178
乃木坂,千代田線,豊洲,有楽町線,7.0,210,209
乃木坂,千代田線,辰巳,有楽町線,8.7,210,209
乃木坂,千代田線,新木場,有楽町線,10.2,210,209
乃木坂,千代田線,半蔵門,半蔵門線,3.8,180,178
乃木坂,千代田線,神保町,半蔵門線,5.8,180,178
乃木坂,千代田線,清澄白河,半蔵門線,8.1,210,209
乃木坂,千代田線,住吉,半蔵門線,10.0,210,209
乃木坂,千代田線,錦糸町,半蔵門線,11.0,210,209
乃木坂,千代田線,押上,半蔵門線,12.4,260,252
乃木坂,千代田線,目黒,南北線,7.6,210,209
乃木坂,千代田線,白金台,南北線,6.3,210,209
乃木坂,千代田線,白金高輪,南北線,5.3,180,178
乃木坂,千代田線,麻布十番,南北線,4.0,180,178
乃木坂,千代田線,六本木一丁目,南北線,2.8,180,178
乃木坂,千代田線,東大前,南北線,8.4,210,209
乃木坂,千代田線,本駒込,南北線,9.3,210,209
乃木坂,千代田線,駒込,南北線,10.7,210,209
乃木坂,千代田線,西ケ原,南北線,12.1,260,252
乃木坂,千代田線,王子,南北線,13.1,260,252
乃木坂,千代田線,王子神谷,南北線,14.3,260,252
乃木坂,千代田線,志茂,南北線,15.9,260,252
乃木坂,千代田線,赤羽岩淵,南北線,17.0,260,252
乃木坂,千代田線,雑司が谷,副都心線,8.4,210,209
乃木坂,千代田線,西早稲田,副都心線,6.9,210,209
乃木坂,千代田線,東新宿,副都心線,6.0,180,178
乃木坂,千代田線,北参道,副都心線,3.5,180,178
明治神宮前,千代田線/副都心線,代々木公園,千代田線,1.2,180,178
明治神宮前,千代田線/副都心線,代々木上原,千代田線,2.2,180,178
明治神宮前,千代田線/副都心線,和光市,有楽町線,19.4,300,293
明治神宮前,千代田線/副都心線,地下鉄成増,有楽町線,17.2,260,252
明治神宮前,千代田線/副都心線,地下鉄赤塚,有楽町線,15.8,260,252
明治神宮前,千代田線/副都心線,平和台,有楽町線,14.0,260,252
明治神宮前,千代田線/副都心線,氷川台,有楽町線,12.6,260,252
明治神宮前,千代田線/副都心線,小竹向原,有楽町線/副都心線,11.1,260,252
明治神宮前,千代田線/副都心線,千川,有楽町線/副都心線,10.1,210,209
明治神宮前,千代田線/副都心線,要町,有楽町線/副都心線,9.1,210,209
明治神宮前,千代田線/副都心線,東池袋,有楽町線,8.8,210,209
明治神宮前,千代田線/副都心線,護国寺,有楽町線,9.4,210,209
明治神宮前,千代田線/副都心線,江戸川橋,有楽町線,8.1,210,209
明治神宮前,千代田線/副都心線,市ケ谷,有楽町線/南北線,5.4,180,178
明治神宮前,千代田線/副都心線,麴町,有楽町線,4.5,180,178
明治神宮前,千代田線/副都心線,桜田門,有楽町線,4.5,180,178
明治神宮前,千代田線/副都心線,月島,有楽町線,7.9,210,209
明治神宮前,千代田線/副都心線,豊洲,有楽町線,9.3,210,209
明治神宮前,千代田線/副都心線,辰巳,有楽町線,11.0,210,209
明治神宮前,千代田線/副都心線,新木場,有楽町線,12.5,260,252
明治神宮前,千代田線/副都心線,半蔵門,半蔵門線,4.6,180,178
明治神宮前,千代田線/副都心線,神保町,半蔵門線,6.6,210,209
明治神宮前,千代田線/副都心線,清澄白河,半蔵門線,10.4,210,209
明治神宮前,千代田線/副都心線,住吉,半蔵門線,12.3,260,252
明治神宮前,千代田線/副都心線,錦糸町,半蔵門線,13.3,260,252
明治神宮前,千代田線/副都心線,押上,半蔵門線,14.7,260,252
明治神宮前,千代田線/副都心線,目黒,南北線,9.9,210,209
明治神宮前,千代田線/副都心線,白金台,南北線,8.6,210,209
明治神宮前,千代田線/副都心線,白金高輪,南北線,7.6,210,209
明治神宮前,千代田線/副都心線,麻布十番,南北線,6.3,210,209
明治神宮前,千代田線/副都心線,六本木一丁目,南北線,5.1,180,178
明治神宮前,千代田線/副都心線,東大前,南北線,9.2,210,209
明治神宮前,千代田線/副都心線,本駒込,南北線,10.1,210,209
明治神宮前,千代田線/副都心線,駒込,南北線,11.5,260,252
明治神宮前,千代田線/副都心線,西ケ原,南北線,12.9,260,252
明治神宮前,千代田線/副都心線,王子,南北線,13.9,260,252
明治神宮前,千代田線/副都心線,王子神谷,南北線,15.1,260,252
明治神宮前,千代田線/副都心線,志茂,南北線,16.7,260,252
明治神宮前,千代田線/副都心線,赤羽岩淵,南北線,17.8,260,252
明治神宮前,千代田線/副都心線,雑司が谷,副都心線,6.1,210,209
明治神宮前,千代田線/副都心線,西早稲田,副都心線,4.6,180,178
明治神宮前,千代田線/副都心線,東新宿,副都心線,3.7,180,178
明治神宮前,千代田線/副都心線,北参道,副都心線,1.2,180,178
代々木公園,千代田線,代々木上原,千代田線,1.0,180,178
代々木公園,千代田線,和光市,有楽町線,20.6,300,293
代々木公園,千代田線,地下鉄成増,有楽町線,18.4,260,252
代々木公園,千代田線,地下鉄赤塚,有楽町線,17.0,260,252
代々木公園,千代田線,平和台,有楽町線,15.2,260,252
代々木公園,千代田線,氷川台,有楽町線,13.8,260,252
代々木公園,千代田線,小竹向原,有楽町線/副都心線,12.3,260,252
代々木公園,千代田線,千川,有楽町線/副都心線,11.3,260,252
代々木公園,千代田線,要町,有楽町線/副都心線,10.3,210,209
代々木公園,千代田線,東池袋,有楽町線,10.0,210,209
代々木公園,千代田線,護国寺,有楽町線,10.6,210,209
代々木公園,千代田線,江戸川橋,有楽町線,9.3,210,209
代々木公園,千代田線,市ケ谷,有楽町線/南北線,6.6,210,209
代々木公園,千代田線,麴町,有楽町線,5.7,180,178
代々木公園,千代田線,桜田門,有楽町線,5.7,180,178
代々木公園,千代田線,月島,有楽町線,9.1,210,209
代々木公園,千代田線,豊洲,有楽町線,10.5,210,209
代々木公園,千代田線,辰巳,有楽町線,12.2,260,252
代々木公園,千代田線,新木場,有楽町線,13.7,260,252
代々木公園,千代田線,半蔵門,半蔵門線,5.8,180,178
代々木公園,千代田線,神保町,半蔵門線,7.8,210,209
代々木公園,千代田線,清澄白河,半蔵門線,11.6,260,252
代々木公園,千代田線,住吉,半蔵門線,13.5,260,252
代々木公園,千代田線,錦糸町,半蔵門線,14.5,260,252
代々木公園,千代田線,押上,半蔵門線,15.9,260,252
代々木公園,千代田線,目黒,南北線,11.1,260,252
代々木公園,千代田線,白金台,南北線,9.8,210,209
代々木公園,千代田線,白金高輪,南北線,8.8,210,209
代々木公園,千代田線,麻布十番,南北線,7.5,210,209
代々木公園,千代田線,六本木一丁目,南北線,6.3,210,209
代々木公園,千代田線,東大前,南北線,10.4,210,209
代々木公園,千代田線,本駒込,南北線,11.3,260,252
代々木公園,千代田線,駒込,南北線,12.7,260,252
代々木公園,千代田線,西ケ原,南北線,14.1,260,252
代々木公園,千代田線,王子,南北線,15.1,260,252
代々木公園,千代田線,王子神谷,南北線,16.3,260,252
代々木公園,千代田線,志茂,南北線,17.9,260,252
代々木公園,千代田線,赤羽岩淵,南北線,19.0,260,252
代々木公園,千代田線,雑司が谷,副都心線,7.3,210,209
代々木公園,千代田線,西早稲田,副都心線,5.8,180,178
代々木公園,千代田線,東新宿,副都心線,4.9,180,178
代々木公園,千代田線,北参道,副都心線,2.4,180,178
代々木上原,千代田線,和光市,有楽町線,21.6,300,293
代々木上原,千代田線,地下鉄成増,有楽町線,19.4,300,293
代々木上原,千代田線,地下鉄赤塚,有楽町線,18.0,260,252
代々木上原,千代田線,平和台,有楽町線,16.2,260,252
代々木上原,千代田線,氷川台,有楽町線,14.8,260,252
代々木上原,千代田線,小竹向原,有楽町線/副都心線,13.3,260,252
代々木上原,千代田線,千川,有楽町線/副都心線,12.3,260,252
代々木上原,千代田線,要町,有楽町線/副都心線,11.3,260,252
代々木上原,千代田線,東池袋,有楽町線,11.0,210,209
代々木上原,千代田線,護国寺,有楽町線,11.6,260,252
代々木上原,千代田線,江戸川橋,有楽町線,10.3,210,209
代々木上原,千代田線,市ケ谷,有楽町線/南北線,7.6,210,209
代々木上原,千代田線,麴町,有楽町線,6.7,210,209
代々木上原,千代田線,桜田門,有楽町線,6.7,210,209
代々木上原,千代田線,月島,有楽町線,10.1,210,209
代々木上原,千代田線,豊洲,有楽町線,11.5,260,252
代々木上原,千代田線,辰巳,有楽町線,13.2,260,252
代々木上原,千代田線,新木場,有楽町線,14.7,260,252
代々木上原,千代田線,半蔵門,半蔵門線,6.8,210,209
代々木上原,千代田線,神保町,半蔵門線,8.8,210,209
代々木上原,千代田線,清澄白河,半蔵門線,12.6,260,252
代々木上原,千代田線,住吉,半蔵門線,14.5,260,252
代々木上原,千代田線,錦糸町,半蔵門線,15.5,260,252
代々木上原,千代田線,押上,半蔵門線,16.9,260,252
代々木上原,千代田線,目黒,南北線,12.1,260,252
代々木上原,千代田線,白金台,南北線,10.8,210,209
代々木上原,千代田線,白金高輪,南北線,9.8,210,209
代々木上原,千代田線,麻布十番,南北線,8.5,210,209
代々木上原,千代田線,六本木一丁目,南北線,7.3,210,209
代々木上原,千代田線,東大前,南北線,11.4,260,252
代々木上原,千代田線,本駒込,南北線,12.3,260,252
代々木上原,千代田線,駒込,南北線,13.7,260,252
代々木上原,千代田線,西ケ原,南北線,15.1,260,252
代々木上原,千代田線,王子,南北線,16.1,260,252
代々木上原,千代田線,王子神谷,南北線,17.3,260,252
代々木上原,千代田線,志茂,南北線,18.9,260,252
代々木上原,千代田線,赤羽岩淵,南北線,20.0,300,293
代々木上原,千代田線,雑司が谷,副都心線,8.3,210,209
代々木上原,千代田線,西早稲田,副都心線,6.8,210,209
代々木上原,千代田線,東新宿,副都心線,5.9,180,178
代々木上原,千代田線,北参道,副都心線,3.4,180,178
和光市,有楽町線,地下鉄成増,有楽町線,2.2,180,178
和光市,有楽町線,地下鉄赤塚,有楽町線,3.6,180,178
和光市,有楽町線,平和台,有楽町線,5.4,180,178
和光市,有楽町線,氷川台,有楽町線,6.8,210,209
和光市,有楽町線,小竹向原,有楽町線/副都心線,8.3,210,209
和光市,有楽町線,千川,有楽町線/副都心線,9.3,210,209
和光市,有楽町線,要町,有楽町線/副都心線,10.3,210,209
和光市,有楽町線,東池袋,有楽町線,12.4,260,252
和光市,有楽町線,護国寺,有楽町線,13.5,260,252
和光市,有楽町線,江戸川橋,有楽町線,14.8,260,252
和光市,有楽町線,市ケ谷,有楽町線/南北線,17.5,260,252
和光市,有楽町線,麴町,有楽町線,18.4,260,252
和光市,有楽町線,桜田門,有楽町線,20.2,300,293
和光市,有楽町線,月島,有楽町線,22.8,300,293
和光市,有楽町線,豊洲,有楽町線,24.2,300,293
和光市,有楽町線,辰巳,有楽町線,25.9,300,293
和光市,有楽町線,新木場,有楽町線,27.4,330,324
和光市,有楽町線,半蔵門,半蔵門線,18.7,260,252
和光市,有楽町線,神保町,半蔵門線,17.5,260,252
和光市,有楽町線,清澄白河,半蔵門線,22.8,300,293
和光市,有楽町線,住吉,半蔵門線,24.7,300,293
和光市,有楽町線,錦糸町,半蔵門線,25.7,300,293
和光市,有楽町線,押上,半蔵門線,27.1,330,324
和光市,有楽町線,目黒,南北線,25.9,300,293
和光市,有楽町線,白金台,南北線,24.6,300,293
和光市,有楽町線,白金高輪,南北線,23.6,300,293
和光市,有楽町線,麻布十番,南北線,22.3,300,293
和光市,有楽町線,六本木一丁目,南北線,21.1,300,293
和光市,有楽町線,東大前,南北線,17.6,260,252
和光市,有楽町線,本駒込,南北線,18.5,260,252
和光市,有楽町線,駒込,南北線,19.9,300,293
和光市,有楽町線,西ケ原,南北線,21.3,300,293
和光市,有楽町線,王子,南北線,22.3,300,293
和光市,有楽町線,王子神谷,南北線,23.5,300,293
和光市,有楽町線,志茂,南北線,25.1,300,293
和光市,有楽町線,赤羽岩淵,南北線,26.2,300,293
和光市,有楽町線,雑司が谷,副都心線,13.3,260,252
和光市,有楽町線,西早稲田,副都心線,14.8,260,252
和光市,有楽町線,東新宿,副都心線,15.7,260,252
和光市,有楽町線,北参道,副都心線,18.2,260,252
地下鉄成増,有楽町線,地下鉄赤塚,有楽町線,1.4,180,178
地下鉄成増,有楽町線,平和台,有楽町線,3.2,180,178
地下鉄成増,有楽町線,氷川台,有楽町線,4.6,180,178
地下鉄成増,有楽町線,小竹向原,有楽町線/副都心線,6.1,210,209
地下鉄成増,有楽町線,千川,有楽町線/副都心線,7.1,210,209
地下鉄成増,有楽町線,要町,有楽町線/副都心線,8.1,210,209
地下鉄成増,有楽町線,東池袋,有楽町線,10.2,210,209
地下鉄成増,有楽町線,護国寺,有楽町線,11.3,260,252
地下鉄成増,有楽町線,江戸川橋,有楽町線,12.6,260,252
地下鉄成増,有楽町線,市ケ谷,有楽町線/南北線,15.3,260,252
地下鉄成増,有楽町線,麴町,有楽町線,16.2,260,252
地下鉄成増,有楽町線,桜田門,有楽町線,18.0,260,252
地下鉄成増,有楽町線,月島,有楽町線,20.6,300,293
地下鉄成増,有楽町線,豊洲,有楽町線,22.0,300,293
地下鉄成増,有楽町線,辰巳,有楽町線,23.7,300,293
地下鉄成増,有楽町線,新木場,有楽町線,25.2,300,293
地下鉄成増,有楽町線,半蔵門,半蔵門線,16.5,260,252
地下鉄成増,有楽町線,神保町,半蔵門線,15.3,260,252
地下鉄成増,有楽町線,清澄白河,半蔵門線,20.6,300,293
地下鉄成増,有楽町線,住吉,半蔵門線,22.5,300,293
地下鉄成増,有楽町線,錦糸町,半蔵門線,23.5,300,293
地下鉄成増,有楽町線,押上,半蔵門線,24.9,300,293
地下鉄成増,有楽町線,目黒,南北線,23.7,300,293
地下鉄成増,有楽町線,白金台,南北線,22.4,300,293
地下鉄成増,有楽町線,白金高輪,南北線,21.4,300,293
地下鉄成増,有楽町線,麻布十番,南北線,20.1,300,293
地下鉄成増,有楽町線,六本木一丁目,南北線,18.9,260,252
地下鉄成増,有楽町線,東大前,南北線,15.4,260,252
地下鉄成増,有楽町線,本駒込,南北線,16.3,260,252
地下鉄成増,有楽町線,駒込,南北線,17.7,260,252
地下鉄成増,有楽町線,西ケ原,南北線,19.1,300,293
地下鉄成増,有楽町線,王子,南北線,20.1,300,293
地下鉄成増,有楽町線,王子神谷,南北線,21.3,300,293
地下鉄成増,有楽町線,志茂,南北線,22.9,300,293
地下鉄成増,有楽町線,赤羽岩淵,南北線,24.0,300,293
地下鉄成増,有楽町線,雑司が谷,副都心線,11.1,260,252
地下鉄成増,有楽町線,西早稲田,副都心線,12.6,260,252
地下鉄成増,有楽町線,東新宿,副都心線,13.5,260,252
地下鉄成増,有楽町線,北参道,副都心線,16.0,260,252
地下鉄赤塚,有楽町線,平和台,有楽町線,1.8,180,178
地下鉄赤塚,有楽町線,氷川台,有楽町線,3.2,180,178
地下鉄赤塚,有楽町線,小竹向原,有楽町線/副都心線,4.7,180,178
地下鉄赤塚,有楽町線,千川,有楽町線/副都心線,5.7,180,178
地下鉄赤塚,有楽町線,要町,有楽町線/副都心線,6.7,210,209
地下鉄赤塚,有楽町線,東池袋,有楽町線,8.8,210,209
地下鉄赤塚,有楽町線,護国寺,有楽町線,9.9,210,209
地下鉄赤塚,有楽町線,江戸川橋,有楽町線,11.2,260,252
地下鉄赤塚,有楽町線,市ケ谷,有楽町線/南北線,13.9,260,252
地下鉄赤塚,有楽町線,麴町,有楽町線,14.8,260,252
地下鉄赤塚,有楽町線,桜田門,有楽町線,16.6,260,252
地下鉄赤塚,有楽町線,月島,有楽町線,19.2,300,293
地下鉄赤塚,有楽町線,豊洲,有楽町線,20.6,300,293
地下鉄赤塚,有楽町線,辰巳,有楽町線,22.3,300,293
地下鉄赤塚,有楽町線,新木場,有楽町線,23.8,300,293
地下鉄赤塚,有楽町線,半蔵門,半蔵門線,15.1,260,252
地下鉄赤塚,有楽町線,神保町,半蔵門線,13.9,260,252
地下鉄赤塚,有楽町線,清澄白河,半蔵門線,19.2,300,293
地下鉄赤塚,有楽町線,住吉,半蔵門線,21.1,300,293
地下鉄赤塚,有楽町線,錦糸町,半蔵門線,22.1,300,293
地下鉄赤塚,有楽町線,押上,半蔵門線,23.5,300,293
地下鉄赤塚,有楽町線,目黒,南北線,22.3,300,293
地下鉄赤塚,有楽町線,白金台,南北線,21.0,300,293
地下鉄赤塚,有楽町線,白金高輪,南北線,20.0,300,293
地下鉄赤塚,有楽町線,麻布十番,南北線,18.7,260,252
地下鉄赤塚,有楽町線,六本木一丁目,南北線,17.5,260,252
地下鉄赤塚,有楽町線,東大前,南北線,14.0,260,252
地下鉄赤塚,有楽町線,本駒込,南北線,14.9,260,252
地下鉄赤塚,有楽町線,駒込,南北線,16.3,260,252
地下鉄赤塚,有楽町線,西ケ原,南北線,17.7,260,252
地下鉄赤塚,有楽町線,王子,南北線,18.7,260,252
地下鉄赤塚,有楽町線,王子神谷,南北線,19.9,300,293
地下鉄赤塚,有楽町線,志茂,南北線,21.5,300,293
地下鉄赤塚,有楽町線,赤羽岩淵,南北線,22.6,300,293
地下鉄赤塚,有楽町線,雑司が谷,副都心線,9.7,210,209
地下鉄赤塚,有楽町線,西早稲田,副都心線,11.2,260,252
地下鉄赤塚,有楽町線,東新宿,副都心線,12.1,260,252
地下鉄赤塚,有楽町線,北参道,副都心線,14.6,260,252
平和台,有楽町線,氷川台,有楽町線,1.4,180,178
平和台,有楽町線,小竹向原,有楽町線/副都心線,2.9,180,178
平和台,有楽町線,千川,有楽町線/副都心線,3.9,180,178
平和台,有楽町線,要町,有楽町線/副都心線,4.9,180,178
平和台,有楽町線,東池袋,有楽町線,7.0,210,209
平和台,有楽町線,護国寺,有楽町線,8.1,210,209
平和台,有楽町線,江戸川橋,有楽町線,9.4,210,209
平和台,有楽町線,市ケ谷,有楽町線/南北線,12.1,260,252
平和台,有楽町線,麴町,有楽町線,13.0,260,252
平和台,有楽町線,桜田門,有楽町線,14.8,260,252
平和台,有楽町線,月島,有楽町線,17.4,260,252
平和台,有楽町線,豊洲,有楽町線,18.8,260,252
平和台,有楽町線,辰巳,有楽町線,20.5,300,293
平和台,有楽町線,新木場,有楽町線,22.0,300,293
平和台,有楽町線,半蔵門,半蔵門線,13.3,260,252
平和台,有楽町線,神保町,半蔵門線,12.1,260,252
平和台,有楽町線,清澄白河,半蔵門線,17.4,260,252
平和台,有楽町線,住吉,半蔵門線,19.3,300,293
平和台,有楽町線,錦糸町,半蔵門線,20.3,300,293
平和台,有楽町線,押上,半蔵門線,21.7,300,293
平和台,有楽町線,目黒,南北線,20.5,300,293
平和台,有楽町線,白金台,南北線,19.2,300,293
平和台,有楽町線,白金高輪,南北線,18.2,260,252
平和台,有楽町線,麻布十番,南北線,16.9,260,252
平和台,有楽町線,六本木一丁目,南北線,15.7,260,252
平和台,有楽町線,東大前,南北線,12.2,260,252
平和台,有楽町線,本駒込,南北線,13.1,260,252
平和台,有楽町線,駒込,南北線,14.5,260,252
平和台,有楽町線,西ケ原,南北線,15.9,260,252
平和台,有楽町線,王子,南北線,16.9,260,252
平和台,有楽町線,王子神谷,南北線,18.1,260,252
平和台,有楽町線,志茂,南北線,19.7,300,293
平和台,有楽町線,赤羽岩淵,南北線,20.8,300,293
平和台,有楽町線,雑司が谷,副都心線,7.9,210,209
平和台,有楽町線,西早稲田,副都心線,9.4,210,209
平和台,有楽町線,東新宿,副都心線,10.3,210,209
平和台,有楽町線,北参道,副都心線,12.8,260,252
氷川台,有楽町線,小竹向原,有楽町線/副都心線,1.5,180,178
氷川台,有楽町線,千川,有楽町線/副都心線,2.5,180,178
氷川台,有楽町線,要町,有楽町線/副都心線,3.5,180,178
氷川台,有楽町線,東池袋,有楽町線,5.6,180,178
氷川台,有楽町線,護国寺,有楽町線,6.7,210,209
氷川台,有楽町線,江戸川橋,有楽町線,8.0,210,209
氷川台,有楽町線,市ケ谷,有楽町線/南北線,10.7,210,209
氷川台,有楽町線,麴町,有楽町線,11.6,260,252
氷川台,有楽町線,桜田門,有楽町線,13.4,260,252
氷川台,有楽町線,月島,有楽町線,16.0,260,252
氷川台,有楽町線,豊洲,有楽町線,17.4,260,252
氷川台,有楽町線,辰巳,有楽町線,19.1,300,293
氷川台,有楽町線,新木場,有楽町線,20.6,300,293
氷川台,有楽町線,半蔵門,半蔵門線,11.9,260,252
氷川台,有楽町線,神保町,半蔵門線,10.7,210,209
氷川台,有楽町線,清澄白河,半蔵門線,16.0,260,252
氷川台,有楽町線,住吉,半蔵門線,17.9,260,252
氷川台,有楽町線,錦糸町,半蔵門線,18.9,260,252
氷川台,有楽町線,押上,半蔵門線,20.3,300,293
氷川台,有楽町線,目黒,南北線,19.1,300,293
氷川台,有楽町線,白金台,南北線,17.8,260,252
氷川台,有楽町線,白金高輪,南北線,16.8,260,252
氷川台,有楽町線,麻布十番,南北線,15.5,260,252
氷川台,有楽町線,六本木一丁目,南北線,14.3,260,252
氷川台,有楽町線,東大前,南北線,10.8,210,209
氷川台,有楽町線,本駒込,南北線,11.7,260,252
氷川台,有楽町線,駒込,南北線,13.1,260,252
氷川台,有楽町線,西ケ原,南北線,14.5,260,252
氷川台,有楽町線,王子,南北線,15.5,260,252
氷川台,有楽町線,王子神谷,南北線,16.7,260,252
氷川台,有楽町線,志茂,南北線,18.3,260,252
氷川台,有楽町線,赤羽岩淵,南北線,19.4,300,293
氷川台,有楽町線,雑司が谷,副都心線,6.5,210,209
氷川台,有楽町線,西早稲田,副都心線,8.0,210,209
氷川台,有楽町線,東新宿,副都心線,8.9,210,209
氷川台,有楽町線,北参道,副都心線,11.4,260,252
小竹向原,有楽町線/副都心線,千川,有楽町線/副都心線,1.0,180,178
小竹向原,有楽町線/副都心線,要町,有楽町線/副都心線,2.0,180,178
小竹向原,有楽町線/副都心線,東池袋,有楽町線,4.1,180,178
小竹向原,有楽町線/副都心線,護国寺,有楽町線,5.2,180,178
小竹向原,有楽町線/副都心線,江戸川橋,有楽町線,6.5,210,209
小竹向原,有楽町線/副都心線,市ケ谷,有楽町線/南北線,9.2,210,209
小竹向原,有楽町線/副都心線,麴町,有楽町線,10.1,210,209
小竹向原,有楽町線/副都心線,桜田門,有楽町線,11.9,260,252
小竹向原,有楽町線/副都心線,月島,有楽町線,14.5,260,252
小竹向原,有楽町線/副都心線,豊洲,有楽町線,15.9,260,252
小竹向原,有楽町線/副都心線,辰巳,有楽町線,17.6,260,252
小竹向原,有楽町線/副都心線,新木場,有楽町線,19.1,300,293
小竹向原,有楽町線/副都心線,半蔵門,半蔵門線,10.4,210,209
小竹向原,有楽町線/副都心線,神保町,半蔵門線,9.2,210,209
小竹向原,有楽町線/副都心線,清澄白河,半蔵門線,14.5,260,252
小竹向原,有楽町線/副都心線,住吉,半蔵門線,16.4,260,252
小竹向原,有楽町線/副都心線,錦糸町,半蔵門線,17.4,260,252
小竹向原,有楽町線/副都心線,押上,半蔵門線,18.8,260,252
小竹向原,有楽町線/副都心線,目黒,南北線,17.6,260,252
小竹向原,有楽町線/副都心線,白金台,南北線,16.3,260,252
小竹向原,有楽町線/副都心線,白金高輪,南北線,15.3,260,252
小竹向原,有楽町線/副都心線,麻布十番,南北線,14.0,260,252
小竹向原,有楽町線/副都心線,六本木一丁目,南北線,12.8,260,252
小竹向原,有楽町線/副都心線,東大前,南北線,9.3,210,209
小竹向原,有楽町線/副都心線,本駒込,南北線,10.2,210,209
小竹向原,有楽町線/副都心線,駒込,南北線,11.6,260,252
小竹向原,有楽町線/副都心線,西ケ原,南北線,13.0,260,252
